MN01020:33:000H3JYMV:1:11101:26333:1077	CM038081.1	100.000	150	0	0	1	150	5435194	5435045	6.17e-73	278
MN01020:33:000H3JYMV:1:11101:3444:1078	CM038088.1	81.169	154	18	6	8	151	59673379	59673531	1.86e-23	113
MN01020:33:000H3JYMV:1:11101:15205:1087	CM038109.1	100.000	44	0	0	1	44	6847400	6847357	8.09e-15	82.4
MN01020:33:000H3JYMV:1:11101:21492:1113	CM038093.1	90.741	54	5	0	23	76	40781347	40781400	1.26e-11	73.1
MN01020:33:000H3JYMV:1:11101:24059:1215	CM038082.1	94.872	39	2	0	1	39	4699296	4699334	8.32e-09	62.1
MN01020:33:000H3JYMV:1:11101:17436:1238	CM038089.1	85.938	64	9	0	48	111	86208777	86208840	3.25e-10	69.4
MN01020:33:000H3JYMV:1:11101:11250:1282	JAJQWL010000837.1	100.000	126	0	0	1	126	6506	6631	1.10e-59	233
MN01020:33:000H3JYMV:1:11101:22256:1314	CM038100.1	100.000	33	0	0	2	34	17209257	17209225	4.71e-08	62.1
MN01020:33:000H3JYMV:1:11101:12982:1316	CM038084.1	99.180	122	1	0	1	122	101507820	101507699	8.21e-56	220
MN01020:33:000H3JYMV:1:11101:12384:1332	CM038081.1	100.000	118	0	0	1	118	107862933	107862816	2.83e-55	219
MN01020:33:000H3JYMV:1:11101:22118:1359	CM038089.1	86.364	132	16	2	4	133	31744240	31744371	2.37e-32	143
MN01020:33:000H3JYMV:1:11101:22000:1370	JAJQWL010000746.1	100.000	59	0	0	1	59	4286	4228	6.44e-23	110
MN01020:33:000H3JYMV:1:11101:16812:1453	CM038106.1	85.882	85	12	0	18	102	9360426	9360510	8.63e-17	91.6
MN01020:33:000H3JYMV:1:11101:17767:1456	CM038103.1	88.889	45	5	0	23	67	6824598	6824554	3.17e-06	56.5
MN01020:33:000H3JYMV:1:11101:24082:1466	CM038089.1	97.701	87	2	0	1	87	15876601	15876687	6.90e-35	150
MN01020:33:000H3JYMV:1:11101:9640:1477	CM038091.1	85.075	67	10	0	78	144	47205601	47205535	4.04e-10	69.4
MN01020:33:000H3JYMV:1:11101:9342:1479	CM038086.1	100.000	86	0	0	1	86	110855924	110856009	1.13e-37	159
MN01020:33:000H3JYMV:1:11101:23900:1510	CM038098.1	92.727	110	6	2	1	110	27347205	27347312	5.71e-37	158
MN01020:33:000H3JYMV:1:11101:15427:1540	JAJQWL010000789.1	96.104	77	3	0	1	77	15122	15046	9.69e-28	126
